,Country,City,Title,Text
83,アメリカ,デトロイト,アメリカ生活は日本とどちらが良い?,アメリカ生活は日本とどちらが良い?
84,アメリカ,ロサンゼルス/サンディエゴ/サンフランシスコ/ワシントン/アトランタ/ホノルル/シカゴ/ボストン/デトロイト/ラスベガス/ニューヨーク/ダラス/ヒューストン/シアトル,2.5次元舞台・ミュージカルについての調査,授業で2.5次元舞台・ミュージカルについて調べようと思っています。そこで海外でも2.5次元というジャンルは認識されているのか、また有名であったり人気のある2.5次元作品のタイトルは何なのかを調べたいです。よろしくお願いします☺︎
85,アメリカ,シカゴ,PCR検査　陰性書類発行して頂ける病院について,初めまして。 9月中旬に娘のシカゴ大学入学に付き添いシカゴ入り致します。 シカゴで日本政府発行のPCR検査書類に医師のサインを書いてくれる病院、日本語でも英語でも　がありましたら教えて頂けると助かります。 宜しくお願い致します。
86,アメリカ,シカゴ,シカゴオヘア空港内でのPCR検査の証明書で日本に入国さ...,シカゴオヘア空港内でのPCR検査の証明書で日本に入国された方はいらっしゃいますか？ 諸事情でどうしても空港内で検査をしたいのですが、発行された証明書で、もしくは日本のフォーマットにサインを頂いたのでしょうか。
87,アメリカ,フェニックス/アーバイン/ロサンゼルス/サンディエゴ/サンフランシスコ/サンノゼ/ワシントン/アトランタ/ホノルル/シカゴ/ボストン/デトロイト/ノバイ/ラスベガス/ニューヨーク/コロンバス/ポートランド/フィラデルフィア/ダラス/ヒューストン/シアトル,pleese my english,英語を勉強しています！英語をしゃべりたいです！英語を覚えるコツみたいなのがあったら教えてほしいです！よかったら僕の英語が通じているか見てくれたらうれしいです！thank you!!https://youtu.be/coW5avpLasU
88,アメリカ,ボストン,電気(Eversource)の開設方法,8月上旬にボストンに引っ越して来ました。SSNがないため、Eversourceに電話したところ、彼らのサイトでアカウントを作りパスポートをアップロードしろと伝えられたので、アップロードしました(そのため、アカウントはありますが、アカウント番号はまだ付与されていません)。その後、音沙汰がなく電気が止められてしまうのではと不安なのですが、初回の請求書が郵送されるまで待てば良いのでしょうか？それとも、再度、電話かけてアクティベートなどが必要なのでしょうか？周囲に知り合いもいないため聞ける方がおらず、ご存知でしたらご教示お願いさせていただきたいです。宜しくお願いします。
89,アメリカ,シアトル,シアトル　おすすめの田舎町,来年からシアトルに住みたいと考えています。自然が大好きで、国立公園を回ったり、アラスカやカナダ旅行も考えています。繁華街までは車で一時間ほどの、ほど良い田舎を教えて頂けたら幸いです。よろしくお願いします。
90,アメリカ,ホノルル,縮毛矯正のできる美容院,みなさま、こんにちは。 ホノルル、ワイキキ付近で　縮毛矯正のできる美容院をご存知でしたら教えてください。 よろしくお願いします。
91,アメリカ,アトランタ,ピーチツリーコーナーズ,この７月からピーチツリーコーナーに引っ越すシングルマザーです。お近くに住まれている方、どなたかお友達になって下さいませんか。中学生と小学生の子供がいます。
92,アメリカ,サンノゼ,棒ラーメンが食べたい！,サンノゼ 近辺で　マルタイの棒ラーメンが売っているスーパーございませんでしょうか？ マルタイのラーメンの中でも一番定番の画像のパッケージの商品です。 最近のご当地アレンジ商品ではなく、オーソドックスな棒ラーメンの味が恋しくて投稿しました！ ご存知あればぜひ教えてください。 皆様どうぞご無事で！
93,アメリカ,ラスベガス,日本人男性の安否を知りたいです。,人を探しています。大変助けてくださった方で、闘病中に音信不通となったため安否が知りたいです。・男性・右ふくらはぎにアメリカントラディショナルのパンサーのタトゥー・和彫風の鯉のタトゥー（左ふくらはぎ？）・革ジャンを愛用・2008年〜2010年頃日本からラスベガスに移住・夜勤の仕事（夜起きて昼寝る生活）・2011年東日本大震災後〜5月まで日本に滞在・2011年6月　ラスベガスに戻っている・2011年10月　闘病中・2012年5月7日以後　音信不通本名は存じ上げておりません。...
94,アメリカ,ボストン,ボストンでいろいろな日本酒を買える場所,ボストンでいろいろな日本酒を買えるところを探しています。 もしご存知の方がいらっしゃいましたら、ぜひ教えてくださいませ。 宜しくおねがいします。
95,アメリカ,ニューヨーク,Shopify作成に詳しい方いらっしゃいますか？,Shopifyでネット販売をしようと思っていますが、サイトの立ち上げにつまづいております。詳しい方がいらっしゃいましたら教えて頂きたいです。1時間$30でお願いいたします。場所はお住まいによりご相談させて頂きます。
96,アメリカ,ニューヨーク,ワクチン未接種者のNY観光は無理ですか？,他州からの観光の場合、NYではワクチンパスポートが必要ですか？来月家族旅行でNYへ行く計画をしていますが、ワクチン接種していない16才以上の子供の行動に規制があるかどうかを知りたいです。ホテルやレストラン、美術館等の公共の場所ではワクチンパスポートの提示が必要ですか？また、未接種者の入店(入館、入場)は断られるでしょうか？私の住む州では、ワクチンパスポートや未接種者への規制が無いので、NYではどの様な感じなのか？教えていただきたいです。よろしくお願いします。
97,アメリカ,フェニックス/アーバイン/ロサンゼルス/サンディエゴ/サンフランシスコ/サンノゼ/ワシントン/アトランタ/ホノルル/シカゴ/ボストン/デトロイト/ノバイ/ラスベガス/ニューヨーク/コロンバス/ポートランド/フィラデルフィア/ダラス/ヒューストン/シアトル,ダイエット専門のメディア,今、アメリカで人気のダイエット/ヘルスケア専門の雑誌やサイトはありますか？ダイエットしたい人が情報源としているものが知りたいです。あと、今アメリカで流行っているダイエット法を知りたいです。
98,アメリカ,ロサンゼルス/ポートランド,ポートランドの魅力を教えてください,私は、CA州LAに住んでいます。 物価の高さ治安の悪さに疲れました。 何よりも、離婚。 ここLAに居なければいけない理由もなく、思い切って、他州に行こうかと思案中です。 色々と調べいたら、ポートランドが素敵！と、目に留まりました。 ポートランド在住の方教えてください。 住み心地はいかがですか？ ポーランドの魅力を教えてください。 そして、今までのことを忘れるような素敵な出会いも欲しいと願っています。
99,アメリカ,ボストン,弁護士／紹介してくれる機関,友人が子供の親権裁判のための弁護士を探しています。無料で相談できる機関など知っていましたら教えていただけませんか。あまり友人には金銭的に余裕はありません。
100,アメリカ,フェニックス/アーバイン/ロサンゼルス/サンディエゴ/サンフランシスコ/サンノゼ/ワシントン/アトランタ/ホノルル/シカゴ/ボストン/デトロイト/ノバイ/ラスベガス/ニューヨーク/コロンバス/ポートランド/フィラデルフィア/ダラス/ヒューストン/シアトル/中国 韓国 イギリス,ロサンゼルスで日本のテレビを見る方法がありますか？,ロサンゼルスで日本のテレビを見る方法がありますか？
101,アメリカ,フェニックス/アーバイン/ロサンゼルス/サンディエゴ/サンフランシスコ/サンノゼ/ワシントン/アトランタ/ホノルル/シカゴ/ボストン/デトロイト/ノバイ/ラスベガス/ニューヨーク/コロンバス/ポートランド/フィラデルフィア/ダラス/ヒューストン/シアトル,アメリカで,挫折で心を病んでしまい、26歳、高卒、ニート、アルバイトぐらいしか経験がありません。 英語は過去に英検2級とったぐらいで、ギリギリ日常会話出来るかできないかのレベルです(英語学習に対する意欲はあります) こんなスキルや何もない私でも、アメリカでまともに生きていくぐらいの仕事は見つかるのでしょうか？ 日本の没個性的、非効率的な仕事環境には絶望しています。
102,アメリカ,ニューヨーク,おすすめのデイケア教えてください,急に来週から4歳の子供を一ヶ月週2回預けなくてはいけなくなってしまったのですが、longisland のFamingdaleの近くで良いdaycareを知っている方がいたら教えてください。
103,アメリカ,フェニックス,フェニックス在住の方,"こんにちは！僕は、25歳、男、アスリートへのトレーニング指導を仕事にしている者です。9月の間、フェニックスでの滞在を考えております。2629 E. ROSE GARDEN LANE PHOENIX, AZ 85050にある、EXOSという施設でトレーニングの研修を受けるためです。お知り合いの方の家に滞在させていただこうかと思ったのですが、施設から電車で2.5時間あります。どなたか、この住所のお近くにお住まいで9月の間滞在させていただける、優しいお方はいらっしゃいますでしょうか？よろしくお願い致します。"
104,アメリカ,フェニックス/アーバイン/ロサンゼルス/サンディエゴ/サンフランシスコ/サンノゼ/ワシントン/アトランタ/シカゴ/ボストン/デトロイト/ノバイ/ラスベガス/ニューヨーク/コロンバス/ポートランド/フィラデルフィア/ダラス/ヒューストン/シアトル,引越し予算は大まかに平均してどの程度ですか？,引越し予算は大まかに平均してどの程度ですか？
105,アメリカ,ロサンゼルス,探してます,米国の大学院卒業後、現在ロサンゼルスにて会社経営をしています。移住7年目です。今、学生または既婚女性をターゲットにした商品を展開しています。ただ当方30代前半男性でして、それ以外の属性のお客さんのことが理解できずに、色んなことを教えていただける方を探しています。もしよろしければ、相談にのって頂ける方はいらっしゃりませんか？学生or社会人or主婦、既婚/独身、年齢等は問いません。ただ、ファッションや世の中のトレンドに人並み程度にご興味あり、お話好きな方だとありがたいです。できればカフェなどでの対面だとお話しやすいですが、10分程度の顔なしズームでももちろん構いません。...
106,アメリカ,ニューヨーク,海外掲示板への書き込み魔,インフォフレッシュのニューヨーク掲示板おしえてのカテに、日本から書き込みを続ける人がいます。そのせいで質問を書き込む在住者はいなくなり、ギッシリと書き込まれたトピックとレスポンスすべてが、そのひとりの人物による日本からの書き込みだそうです。
107,アメリカ,フェニックス/アーバイン/ロサンゼルス/サンディエゴ/サンフランシスコ/サンノゼ/ワシントン/アトランタ/ホノルル/シカゴ/ボストン/デトロイト/ノバイ/ラスベガス/ニューヨーク/コロンバス/ポートランド/フィラデルフィア/ダラス/ヒューストン/シアトル,GMATのおすすめの教材を教えてください。,初めまして、ニューヨークで留学中の大学生です。GMATの勉強を始めたいのですが、どの教材が良いのか見極めることができません。もし宜しければ、おすすめの教材、オンラインコース、もしくはニューヨークシティにあるアフタースクールを教えて頂けますか？宜しくお願い致します。
108,アメリカ,フェニックス/アーバイン/ロサンゼルス/サンディエゴ/サンフランシスコ/サンノゼ/ワシントン/アトランタ/ホノルル/シカゴ/ボストン/デトロイト/ノバイ/ラスベガス/ニューヨーク/コロンバス/ポートランド/フィラデルフィア/ダラス/ヒューストン/シアトル,結婚生活,日本人の男性でアメリカの女性と結婚した方いらっしゃいますか？ 又、K1VISAを取得された方いらっしゃいましたらグリーンカード申請中なにをなさってましたか？ 5ヶ月くらい働けなくて暇死にしそうです。 アドバイス御願いします。
109,アメリカ,ホノルル/日本,hawaii生まれのシンガーLAHIKIさんのアロハという歌,hawaii生まれのシンガーLAHIKIさんのアロハという歌がとても良いのですがyoutubeでしか聞く事が出来ないでしょうか？ CDが売っていますか？もしわかる方教えて下さい。hawaiiに行けない今hawaiiを感じれるとても爽やかな良い歌です。 ご存じの方がおられましたら教えて下さい。
110,アメリカ,フェニックス/ロサンゼルス/サンディエゴ/サンフランシスコ/サンノゼ/ワシントン/アトランタ/ホノルル/シカゴ/ボストン/デトロイト/ノバイ/ラスベガス/ニューヨーク/コロンバス/ポートランド/フィラデルフィア/ダラス/ヒューストン/シアトル/フロリダ,日本人対応窓口について教えてください。,Firth Third Bank の日本人対応窓口を探しています。以前、シカゴに住んでいた際、日本人の男性Bankerの方がいて、口座開設など色々とお世話になりました。今日本に帰国している為、口座に関しての手続き等，事務手続きを日本からしたいと思っております。宜しくお願いします。-- 2020-11-13 追記 --#誤字: Fifth Third Bank の誤りです。すみません。宜しくお願い致します。
111,アメリカ,ロサンゼルス,仕事やボランティアしたのですが...,英語の勉強をしています、理解が十分ではないですが、仕事やボランティアなど出来ますか。
112,アメリカ,ニューヨーク,NYCでの日本からの旅行者に対するJ＆Jワクチン接種の現状について教えて下さい,こんにちわ。東京在住のYoheiと申します。昨日、メディアでNYCにて海外観光客向けにJ＆J製のワクチンの接種が始まったと見ました。実際の所、ニューヨークではどんな感じなのでしょうか？もし、簡単にワクチン接種出来るなら、来週にでも行ってワクチン接種が出来たらと思っております。行って、なにも出来ないのも悲しいので日本からの旅行者のワクチン接種の可否もしお分かりになる方いらっしゃれば教えてください。お手数おかけますが、情報どうぞ、宜しくお願い致します。
113,アメリカ,ロサンゼルス,I-20学生です。合法的にお金を稼ぎたいです。,こんには、留学中の看護学生です。日本で看護師をしていました。参加出来る仕事やボランティアを探しています。お心あたりがございましたら教えてください。ちなみに、私のビザはI-20で、英語の理解は5割くらいです。よろしくお願いします。-- 2021-05-17 追記 --医療関係に限らず、参加出来る仕事やボランティアの情報にお心当たりがありましたら、教えて欲しいです。
114,アメリカ,ボストン,電話について,4月からの渡米に際して携帯電話、wi-fiをどうするか悩んでいます。今考えているのはイエローモバイルですが実際の使い勝手が分からずどうしようか悩み中です。①アメリカでは固定電話契約をした方がいいと何処かで見ましたが今でもそうなんでしょうか。②オススメの携帯電話会社があれば教えてください。
115,アメリカ,ダラス,ショップでの購入代行をお願いしたいです。,ダラスにあるアンティークショップでヴィンテージファンの購入と日本への発送代行をしてくださる方を探しています。お店方に日本への発送をお願いしましたが対応できないとのことでした。どうしても欲しいファンなので、対応できる方の連絡お待ちしています。対応していただいた方にお支払いできる報酬は$100ぐらいで考えています。ファンのサイズは、高さ58インチ、重量30lbぐらいかと思います。連絡お待ちしてます。
116,アメリカ,シカゴ/ノバイ/コロンバス,ペットホテル,こんにちは。ペット(犬)を米国でペットホテルかペットシッターにお願いして日本に一時帰国(10日間程度)したいのですが、お勧めのペットホテル又はペットシッターがあれば教えていただけると助かります。日本人のペットシッターの方などもご存知でしたら情報いただけますと幸いです。
117,アメリカ,コロンバス,日本からアメリカ行く場合のPCR検査,日本から家族を訪ねにコロンバスに行く予定です。 PCR検査が必要なことはわかりますが、その他の必要な書類で 州によっては、健康状態自己申告書が必要と見ました。 最近日本から渡航された人で、用意した書類についておしえていただけませんか？
118,アメリカ,ノバイ,日本語イマージョンスクールについて教えて下さい,ノバイ近辺にある、虹色小学校に通われてるお子さんをお持ちの方に質問です。 日本語と英語のイマージョン教育と聞いたのですが、どの程度の日本語レベルを習得出来るのでしょうか? バージニア在住で、ノバイ移住を考えているのですが、大きな理由は虹色小学校で日本語教育が出来る、と言う所なので、実際に通われている方の話を聞きたいと思い、投稿させて頂きました。中、高についても、日本語教育に関する情報があれば何でもお願いします。
119,アメリカ,ニューヨーク,NYUでの歯科治療,どなたかNYUで歯科治療を受けられた方はいらっしゃいませんか？ 歯科矯正とインプラントの治療をしなければなりません。 NYUでの治療を考えていますが、もし治療を受けられた方がいらっしゃったら経験談が聞きたいと思い投稿致しました。 当方、歯科保険無しです。 よろしくお願い致します。
120,アメリカ,シアトル,ワシントン州　仕事探しています　看護師経験あり,ワシントン州、シアトルやタコマ周辺でビザサポートのある仕事を探しています。何かいい情報があれば教えて頂きたいです。看護師経験はあります。色々なことに挑戦してみたいです。
121,アメリカ,アトランタ,短期　家庭教師募集,3/26-3/31まで仕事の都合でホノルルに滞在します。 中学受験を控えた子供（来月で6年生)がいます。1日２時間ほど(14:00までのいずれかの時間)に子供も勉強をみていただけないでしょうか?なお、小学校に上がる寸前の子供もおりますが、その子も同時に見ていただければと思っております。あくまでもメインは受験をする上の子供とお考えください。なお、滞在先はワイキキの外れにあるホテルです。以上、よろしくお願いいたします。
122,アメリカ,ニューヨーク,ハリソンのデイケア、preK 、キンダーについて教えてください！,ハリソン内のキンダー、プリK、デイケアについて教えてください。現在NYCに在住しておりますが、ハリソンに引越しを考えています。どなたかご存知の方いましたら、教えてくださいますでしょうか？・上の子が、来年度キンダーにあがるのでお勧め学校。・下の子が2018・1月生まれなのですが、おすすめ、デイケアもしくは、プリK。協会系の学校は安いと聞いたのですが、もし学費をしってらっしゃる方がいたら教えていただけたら幸いです。・NYCは年末、12月31日で学年を区切っていますが、ハリソンも同様でしょうか？...
123,アメリカ,ロサンゼルス,良い出産病院・産婦人科医を教えてください,"信頼がおけ安心して妊娠・出産期間を過ごすことのできる産婦人科医また出産病院を探しております。日本人・日系産婦人科医（主治医）に診ていただければ理想的ですが、限定せずに信頼がおけて評判の良い産婦人科医また出産病院を探せればと思っております。エリアは、Burbank, Beverly Hills, Santa Monica付近で探しておりましたが、他のエリアで良い産婦人科医また出産病院が見つかるようであれば、検討していきたいと思っています。ご意見またアドバイスをお聞かせいただけますでしょうか？　また、UCLA Medical Center Santa..."
124,アメリカ,フェニックス/アーバイン/ロサンゼルス/サンディエゴ/サンフランシスコ/サンノゼ/ワシントン/アトランタ/ホノルル/シカゴ/ボストン/デトロイト/ノバイ/ラスベガス/ニューヨーク/コロンバス/ポートランド/フィラデルフィア/ダラス/ヒューストン/シアトル,アメリカでの別居した夫婦の婚姻費用の制度,日本では夫婦が別居しても，不倫とかがないかぎり，収入が多いほうが別居相手の生活費を分担しないといけません。 アメリカでも似たような制度になっているのでしょうか？
125,アメリカ,サンフランシスコ/サンノゼ,【甲状腺・バセドウ病】病院に関して少しでも情報をお願いします!!!!,サンフランシスコでバセドウ病（甲状腺）の治療ができる病院を探しています。バセドウ病の治療を、アメリカに行っても継続しないといけなく本当に情報がなくて困っております・・；＿；特に、クパチーノ周辺で通える病院を探しています。ただ、情報をできる限りたくさん収集したいのでクパチーノ周辺以外でもぜひ、うかがえると嬉しいです！！！！薬治療（チウラジールなど）が継続できる病院か放射性カプセルを飲むアイソトープ治療ができる病院の両方を探しています！！！！！！娘がいながらアメリカに行かないといけないためできるだけ、日本を発つ前に情報を集めたく、、、...
126,アメリカ,フェニックス/アーバイン/ロサンゼルス/サンディエゴ/サンフランシスコ/サンノゼ/ワシントン/アトランタ/ホノルル/シカゴ/ボストン/デトロイト/ノバイ/ラスベガス/ニューヨーク/コロンバス/ポートランド/フィラデルフィア/ダラス/ヒューストン/シアトル,乳がんの抗がん剤について,アメリカの乳がんの抗がん剤治療について教えてください。 日本では、FECをしてからパクリタキセルという順番が多いのですが、アメリカでは反対にパクリタキセルからする方式が多いと聞きました。 本当でしょうか？ また、パクリタキセルからFECやECの場合、パクリタキセル終了してECを始める時は二週間の間をあけるのでしょうか？ それとも一週間だけなのでしょうか？ 教えてください。
127,アメリカ,フェニックス/アーバイン/ロサンゼルス/サンディエゴ/サンフランシスコ/サンノゼ/ワシントン/アトランタ/ホノルル/シカゴ/ボストン/デトロイト/ノバイ/ラスベガス/ニューヨーク/コロンバス/ポートランド/フィラデルフィア/ダラス/ヒューストン/シアトル,海外在住の国民への一律10万円給付について,海外在住の国民への一律10万円給付について、海外からの声が足りないため、実現が難しくなってしまう状況のようです。(この問題に取り組んでいる参議院議員の青山繫晴氏のブログより) コロナで経営が苦しい中、海外で頑張ている方々、政府 (内閣、外務省) や自由民主党のホームページに意見を送ることが実現への一歩のようです。
128,アメリカ,サンフランシスコ,心理ソフトウェアの分かち合い,貧乏性が頑張って奴隷雇いになりたい勉強しながら健康を活かせる道は有りますか-- 2021-01-31 追記 --アメリカと日本の真ん中で健康になれるように出来ているフィーリング製品、精神。心理政府や既得権益の仲介を待っていると百年目かかる分かち合いましょう
129,アメリカ,ボストン,子供の予防接種,生後5ヶ月の子供を連れてボストンで2年間滞在予定です。 Jビザの医療保険には子供の予防接種がカバーされているものがなく、困っています。 保険のカバーなしで予防接種(子供が接種を推奨されているもの)した際の価格はどれくらいなのでしょうか？
130,アメリカ,フェニックス/アーバイン/ロサンゼルス/サンディエゴ/サンフランシスコ/サンノゼ/ワシントン/アトランタ/ホノルル/シカゴ/ボストン/デトロイト/ノバイ/ラスベガス/ニューヨーク/コロンバス/ポートランド/フィラデルフィア/ダラス/ヒューストン/シアトル,アメリカの大学受験時のCSS Profile,日本から派遣されて駐在しています。 息子がアメリカの大学を受験予定です。 学費減免のためのCSS Profileなどの資料の作り方を学びたいと思っているのですが、 どのようにしたらいいでしょうか。 （例えば、年金の価額を書くよう求められますが、厚生年金の現時点での予定年額ならわかりますが、それを書けばいいのか、それともそのｘ年分なのかなど、日米の制度の違いがあってよくわからないのです。）ネットで見つかる情報は、ほとんどがアメリカ市民用のようです。有益な情報ソースをご存知の方がおられたら、教えていただけたら幸いです。
131,アメリカ,フェニックス/アーバイン/ロサンゼルス/サンディエゴ/サンフランシスコ/サンノゼ/ワシントン/アトランタ/ホノルル/シカゴ/ボストン/デトロイト/ノバイ/ラスベガス/ニューヨーク/コロンバス/ポートランド/フィラデルフィア/ダラス/ヒューストン/シアトル,どの地域が住むのに安全なのか？,どの地域が住むのに安全なのか？
132,アメリカ,アーバイン/ヒューストン,テキサスでPCR検査を受けるには,皆様ご多用のところ恐縮ですがテキサスでのPCR検査受診環境について相談させてください。私、現在日本在住ですが一身上の都合により短期でですが、テキサスIrving地域に訪れることになっております。そして、日本帰国の際にテキサスでPCR検査をうけて結果を確認した上で帰国することにしております。テキサスで、米国国籍を持っていない人間でPCR検査を受けられる病院や空港などの公的施設はありますでしょうか？その際のステップや値段感もご教示いただけますと幸いです。また、経験者にお伺いしたいのが、検査を受けてから結果を受領するまでに何時間、何日ほどの時間がかかりますでしょうか？...
133,アメリカ,ニューヨーク,おすすめ学校エリア,NYCまたはマンハッタン通勤圏で学区が良い所を探しています。 上がキンダーで、下の子が来年プリKの年齢なので出来たら無料のNYCが良いと思っています。 市外でもオススメありましたらご教示頂けたら幸いです。一軒家などは冬の雪かきなど大変と聞くのでアパートメントタイプを希望しております。 宜しくお願い致します。
134,アメリカ,ニューヨーク/ニュージャージー州,メガネのフレームのアジャストのうまいメガネ屋を教えて頂けませんか,メガネのフレlームのアジャストの上手なメガネ屋さん、ニュージャージーのフォートリー付近でどなたか御存ありませんでしょうか？　新しく買ったメガネ屋では上手く合わせられません。　鼻パッドも皮膚にくぼみができ、耳も少し痛みます。　　御存知の方おられましたら　何卒よろしくお願い致します。
135,アメリカ,フィラデルフィア,３日以内に結果の出るコロナ検査,日本に帰国するために、出発の72時間以内にコロナの検査を済ませて検査結果を受け取る必要があるのですが、私の知っているとこは４日以上かかるところばかりです。どなたか、３日以内で検査結果の出る病院を知りませんでしょうか。よろしくお願いします。
136,アメリカ,ダラス,子供の学校等について,今後プレイノに引っ越し予定です。 4歳の子供がいるのですが、良い学区、オススメの学校、学校を選ぶ際の注意点、住み心地の良い場所、プレイノに住むことで注意することなど教えていただけると嬉しいです。
137,アメリカ,アトランタ,オープンマイクのお店を教えて下さい。（ドラマーです）,こんにちは、日本でアマチュアバンドでドラム（時々ボーカル、ダンサー等）をしております40代女です。ロサンゼルスで飛び入りで演奏できるオープンマイクをしているお店を教えていただきたいです。できればジャズ以外でロック、ハードロック、ポップス系統がありがたいです。オープンマイクは未経験ですので、予約をしないといけないのか、飛び入りでも参加できるのか、楽器は貸してもらえるのか、など、教えていただけると嬉しいです。ご存知の方、どうぞよろしくお願いいたします。
138,アメリカ,フィラデルフィア,ペンシルベニア大学,いまフィラデルフィアに住んでいます。ペンシルベニア大学は名門なのでしょうか。日本人の出身者は知られてるひとはいますか。
139,アメリカ,ダラス,ハイスクールのEsLの対応,来年より現在中学二年生（14歳）の息子を連れて主人の転勤に伴いダラス近郊に住むよていがあり情報を求めています。プレイノ市、フリスコ市はレベルが高い学区と聞いていますが、息子は英語初心者のため、あまりに突然レベルの高い学校でも心配があります。EsLは学校によって丁寧さや対応に差があるようですが、で英語初心者の息子でも対応してくれそうなESLがしっかりしているハイスクールはどこでしょうか？
140,アメリカ,フェニックス/アーバイン/ロサンゼルス/サンディエゴ/サンフランシスコ/サンノゼ/ワシントン/アトランタ/ホノルル/シカゴ/ボストン/デトロイト/ノバイ/ラスベガス/ニューヨーク/コロンバス/ポートランド/フィラデルフィア/ダラス/ヒューストン/シアトル,現地には、日本人向けの塾のようなものはあるのですか？あ...,現地には、日本人向けの塾のようなものはあるのですか？あるいは家庭教師のような方はいらっしゃるのでしょうか？また、そうした情報は皆さんはどのように手に入れているのでしょうか？もしよかったら、教えて下さい。
141,アメリカ,ロサンゼルス,ママ友インタビュー募集（謝礼25ドル）,はじめまして。お子様をお持ちのママさんで、インタビューさせて頂ける方を募集しています。下記情報をもとに、ご協力いただける方がいらっしゃいましたら、ご連絡頂けないでしょうか？ご検討いただけますと幸いです。[募集要項]・インタビュアー募集　※１時間程度、簡単な質疑応答・テーマ：子育てとお子様やご家族との連絡手段について・対象：米国で子育て中のお母様・謝礼：アマゾンギフトカード25ドル・条件１：iPhoneをお持ちのお母様・条件２：米国の小学校または中学校に通うお子様がいらっしゃる・条件３：10月中に１時間ほどお時間割いて頂ける方（早ければ早いほど◯）...
142,アメリカ,ロサンゼルス,はじめまして。私はE1ヴィザで赴任しています。こどもが...,はじめまして。私はE1ヴィザで赴任しています。こどもが先日渡米し、もうすぐ16歳になるので、運転免許を取らせようと思います。しかしこどもはSSNがなく、税務申告用にITINを申請する予定です。LAで運転免許を取りたいがSSNがない場合で取ったご経験のある方がいらっしゃいましたら教えていただければ大変助かります。DMV CA.govのウェブサイトに行っても答えが出ていなく、電話をしても担当部署につながらないので困っています。どうぞよろしくお願い申し上げます！
143,アメリカ,ポートランド,ママ友募集中です！,２０２０年家族でNYから新しい気持ちでポートランドに引っ越して来た矢先、コロナ旋風がやって来ました（汗）。２歳になる子供もおり、ママ友を探しています。公園でソーシャルディスタンスでのプレイデートでも大歓迎です。ご連絡お待ちしています！
144,アメリカ,フェニックス/アーバイン/ロサンゼルス/サンディエゴ/サンフランシスコ/サンノゼ/ワシントン/アトランタ/ホノルル/シカゴ/ボストン/デトロイト/ノバイ/ラスベガス/ニューヨーク/コロンバス/ポートランド/フィラデルフィア/ダラス/ヒューストン/シアトル,アメリカでの不妊治療事情について,はじめまして。 アメリカでの不妊治療事情について教えていただきたいです。 アメリカで体外受精をするとなると、顕微授精が基本だというのは本当でしょうか？ また、分厚い契約書を交わして治療を始めるそうですが、そこに顕微授精の危険性など書かれているのかどうか知りたいです。 お分かりになる範囲でけっこうです。 アメリカでは不妊治療、特に顕微授精についてどう思われているのか、体外受精だと顕微授精が基本の治療なのか、危険性は言われているのか教えていただきたいです。
145,アメリカ,ホノルル,ハワイ日本領事館は在ハワイ日本人の犯罪を把握しているのでしょうか？,自宅待機中に時間があるのでびびなびをすみからすみまで読んでみました。「ハワイの５７歳女詐欺師」https://hawaii.vivinavi.com/eb/index/?topic_id=_widg_0ac4cbc38f1d9785edb49bc84f39e2ec205a121915&show=s5信じられません。夫のハワイ転勤に伴いハワイに住んで10年ですが、それ以上前から平和で安全なこんな事がハワイで起きていることすら知りませんでした。日本領事館は海外を拠点に日本人が日本人を騙し、大手新聞の記事や裁判まで起こしている新興宗教の存在を把握できているのでしょうか？...
146,アメリカ,フェニックス/アーバイン/ロサンゼルス/サンディエゴ/サンフランシスコ/サンノゼ/ワシントン/アトランタ/ホノルル/シカゴ/ボストン/デトロイト/ノバイ/ラスベガス/ニューヨーク/コロンバス/ポートランド/フィラデルフィア/ダラス/ヒューストン/シアトル,少なからず、アメリカでの生活に不便さを感じている方は多...,少なからず、アメリカでの生活に不便さを感じている方は多数いるかと思います。私も６年間の北米生活で、アメリカにはない物を、度々日本の家族から宅急便で送ってもらっていました。そこで、皆さんが今何を日本から送ってほしいと思っているのか、何を必要としているのかなどを教えていただきたく思います。 今私は日本にいるため、以前の私自身の経験を活かして、北米に住む皆さんが必要とする物を日本で購入して、郵送することにより、少しでも皆さんの北米生活の助けになれればと思います。
147,アメリカ,コロンバス,おすすめの私立学校を紹介してください,郵便番号43016、ダブリン在住の者です。 車で30分以内に通えるおすすめの私立学校がありませんか？子どもは現在5年生で、今からでも編入できるところをお願いします。ちなみに宗教などありません。
148,アメリカ,ロサンゼルス,ロサンゼルスの小学校の送迎事情,ロサンゼルスの小学校の送り迎えですが、スクールバスはあるのでしょうか？主人の転勤でロサンゼルスに赴任することになるかもしれないのですが、知人が毎日往復2時間×2回、送り迎えに時間を費やしていると聞いて、それなら単身赴任にしてもらおうかと悩んでおります。もしスクールバスが無い場合でも、ここまで通学の送迎に時間を費やすのは稀なケースなのでしょうか？おしえていただけたらありがたいです。
149,アメリカ,ホノルル,妊娠、医療保険関してアドバイスお願い致します。,先日高齢出産、双子妊娠が分かりました。旦那様の保険に入れず個人でHMSA保険に入っています。保険の更新を考えていますが、お勧めのプランを教えて頂けたら助かります。クエストも考慮したのですが、Gross収入で入れそうにありません。ローンや月々の支払いでほぼ貯金も出来ずにいる状態なのに、クエストが入れず、どうしたら良いか悩んでいます。よろしくお願い致します。
